0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.012,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.026,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.028,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
0.03,0
